,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
340,0671789422,Possessing the Secret of Joy,Alice Walker,1993,Pocket
341,014016930X,Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books
342,0140077022,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books
343,0679732764,Invisible Man,Ralph Ellison,1995,Vintage Books USA
344,0553273604,Of Love and Shadows,Isabel Allende,1988,Bantam Books
345,0553273914,The House of the Spirits,Isabel Allende,1986,Bantam Books
346,0060256672,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins
347,039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
348,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
349,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
350,0553268449,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
351,0440215625,Dragonfly in Amber,DIANA GABALDON,1993,Dell
352,0316777730,Naked,David Sedaris,1998,Back Bay Books
353,0877733759,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
354,0805019367,"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",Sue Grafton,1994,Henry Holt & Company
355,0140070206,Ironweed,William J. Kennedy,1989,Penguin Books
356,0140042393,The Grapes of Wrath,John Steinbeck,1976,Penguin USA
357,0671726889,CUCKOO'S EGG,Clifford Stoll,1990,Pocket
358,0446601241,Kiss the Girls,James Patterson,1995,Warner Books
359,0451124340,Different Seasons,Stephen King,1983,Penguin Putnam~mass
360,0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books
361,0446604801,Jack & Jill (Alex Cross Novels),James Patterson,1997,Warner Books
362,0345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,Ballantine Books
363,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
364,0345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books
365,0373250177,On The Verge (Red Dress Ink (Paperback)),Ariella Papa,2002,Red Dress Ink
366,0141001771,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,2001,Penguin Books
367,0786884622,World of Pies : A Novel,Karen Stolz,2001,Hyperion
368,0449005569,Love: A User's Guide,CLARE NAYLOR,1999,Ballantine Books
369,0671027344,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV
370,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
371,0066211611,Portrait in Sepia,Isabel Allende,2001,HarperCollins Publishers
372,0140042520,Dharma Bums,Jack Kerouac,1991,Penguin Books
373,0380789035,American Gods,Neil Gaiman,2002,HarperTorch
374,0345358791,2061: Odyssey Three,Arthur C. Clarke,1991,Del Rey Books
375,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
376,0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company
377,0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books
378,0743457943,Trading Places,Fern Michaels,2003,Pocket Star
379,0373484224,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette
380,0312421001,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,2002,Picador
381,0380789019,Neverwhere,Neil Gaiman,1998,Avon
382,0380018179,The Thorn Birds,Colleen McCullough,1978,Avon
383,067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,Pocket
384,0553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam
385,0786866276,Mother of Pearl,Melinda Haynes,1999,Hyperion
386,0140620338,Picture of Dorian Gray,Oscar Wilde,1994,Penguin Putnam~mass
387,3257061269,Der Alchimist.,Paulo Coelho,2003,"Diogenes Verlag, ZÃ?Â¼rich"
388,0679745653,Breakfast at Tiffany's: And Three Stories (First Vintage International),Truman Capote,1993,Vintage Books USA
389,000649840X,Angelas Ashes,Frank Mccourt,1994,Harpercollins Uk
390,0099771519,Memoirs of a Geisha Uk,Arthur Golden,1994,Trafalgar Square
391,067102535X,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,2002,Pocket
392,0330376136,Once,James Herbert,2002,Pan
393,0140272658,Are You Experienced?,William Sutcliffe,1998,Penguin Books Ltd
394,0385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
395,0385498721,Survivor : A Novel,CHUCK PALAHNIUK,2000,Anchor
396,0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,Perennial
397,0385314744,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,Delacorte Press
398,0590457225,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1992,Scholastic
399,0316929190,All Too Human : A Political Education,George Stephanopoulos,1999,"Little, Brown"
400,0439404371,The Thief Lord,Cornelia Funke,2002,Scholastic
401,0345307674,Return of the Jedi (Star Wars),James Kahn,1983,Del Rey Books
402,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books
403,0380754843,Wayside School is Falling Down,Louis Sachar,1990,HarperTrophy
404,0553296981,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
405,0345285549,Elfstones of Shannara,Terry Brooks,1990,Del Rey Books
406,0451169530,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
407,067168390X,Lonesome Dove,Larry McMurtry,1988,Pocket
408,0385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta
409,0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta
410,0553582658,Summer Light,Luanne Rice,2002,Bantam Books
411,051513399X,Smoke in Mirrors,Jayne Ann Krentz,2002,Jove Books
412,0373218400,Table For Two,Nora Roberts,2002,Silhouette
413,0826308791,The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press
414,0140259198,The Island of the Day Before,Umberto Eco,1996,Penguin Books
415,0345435249,Darwin's Radio,Greg Bear,2000,Ballantine Books
416,0441003257,Good Omens,Neil Gaiman,1996,Ace Books
417,0451202503,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book
418,0446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision
419,0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
420,0451181468,Praying for Sleep,Jeffery Deaver,1995,Signet Book
421,0345384733,Red Square,Martin Cruz Smith,1993,Ballantine Books
422,0671759361,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket
423,0060930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
424,0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
425,044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books
426,0671038184,Jewel,Bret Lott,1999,Washington Square Press
427,0060916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial
428,0552996009,Notes From a Small Planet,Bill Bryson,1994,Bantam Doubleday Dell
429,0142000663,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books
430,0590112899,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1998,Scholastic Point
431,0590660543,Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point
432,0345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
433,0394404289,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf
434,0345458915,The Sinner,TESS GERRITSEN,2003,Ballantine Books
435,038531258X,Cold Sassy Tree,Olive Ann Burns,1986,Delta
436,006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial
437,0743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner
438,0553256696,Hiding Place,Corrie Ten Boom,1984,Bantam Books
439,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
440,038533303X,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Michael Paterniti,2001,Delta
441,0786885688,Shopgirl,Steve Martin,2001,Hyperion
442,0671880187,Kitchen,Banana Yoshimoto,1994,Washington Square Press
443,037570504X,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA
444,0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books
445,0553377868,The Flanders Panel,ARTURO PEREZ-REVERTE,1996,Bantam
446,0609608444,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",ERIK LARSON,2003,Crown
447,1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications
448,080410753X,The Kitchen God's Wife,Amy Tan,1992,Ivy Books
449,0345325818,The Silmarillion,J.R.R. TOLKIEN,1985,Del Rey
450,014131088X,Speak,Laurie Halse Anderson,2001,Speak
451,0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
452,0743221990,The Stone Monkey : A Lincoln Rhyme Novel,Jeffery Deaver,2002,Simon & Schuster
453,0312983212,Saucer,Stephen Coonts,2003,St. Martin's Paperbacks
454,0385510438,The Last Juror,John Grisham,2004,Doubleday
455,0380723638,Ill Wind (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon Books
456,0425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group
457,0425178773,Day of Reckoning,Jack Higgins,2001,Berkley Publishing Group
458,031298250X,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2002,St. Martin's Paperbacks
459,006109594X,Nimitz Class,Patrick Robinson,1998,HarperTorch
460,0671527215,Hitchhikers's Guide to the Galaxy,Douglas Adams,1984,Pocket
461,0553377876,Half Asleep in Frog Pajamas,Tom Robbins,1995,Bantam
462,014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
463,0060934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial
464,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
465,0679772677,A Civil Action,JONATHAN HARR,1996,Vintage
466,0312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
467,0449149676,On Mystic Lake,Kristin Hannah,2000,Ballantine Books
468,0449006344,Angel Falls,KRISTIN HANNAH,2001,Ballantine Books
469,0451191153,The Fountainhead,Ayn Rand,1996,New American Library
470,0440224624,The Loop,Nicholas Evans,1999,Dell Publishing Company
471,0743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press
472,0440214424,Out of Sight,Elmore Leonard,1998,Dell
473,0451187903,Sense and Sensibility,Jane Austen,1995,Signet Book
474,0671036505,The Vineyard,Barbara Delinsky,2001,Pocket Books
475,0394758285,The Big Sleep,Raymond Chandler,1992,Vintage Books USA
476,0671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket
477,0345370805,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books
478,0375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books
479,0156006529,Where or When  : A Novel,Anita Shreve,1999,Harvest Books
480,0446673544,Sex & the City,Candace Bushnell,1997,Warner Books
481,0312243022,The Hours : A Novel,Michael Cunningham,2000,Picador
482,0316789844,Resistance : A Novel,Anita Shreve,1997,Back Bay Books
483,0385490445,Alias Grace : A Novel,Margaret Atwood,1997,Anchor
484,0345316770,Almost Paradise,Susan Isaacs,1990,Ballantine Books
485,0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage
486,0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
487,0385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor
488,0061098361,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch
489,0061093092,Lily White,Susan Isaacs,1997,HarperTorch
490,0446611239,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books
491,0425189414,Midnight Runner,Jack Higgins,2003,Berkley Publishing Group
492,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
493,0486280616,Adventures of Huckleberry Finn (Dover Thrift Editions),Mark Twain,1994,Dover Publications
494,0373250223,Name & Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
495,0380817683,Rachel's Holiday,Marian Keyes,2001,Avon Books
496,0380814021,The Princess Diaries,Meg Cabot,2001,HarperTrophy
497,0373710992,The Farmer's Wife,Lori Handeland,2002,Harlequin
498,0061098795,The Wailing Wind,Tony Hillerman,2003,HarperTorch
499,0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA
500,0142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,2004,Penguin Books
501,0452281784,Bad Heir Day,Wendy Holden,2001,Plume Books
502,038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta
503,0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
504,0802135196,Valley of the Dolls: A Novel,Jacqueline Susann,1997,Grove Press
505,0440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell
506,0679450548,I Was Amelia Earhart,Jane Mendelsohn,1996,Random House Inc
507,0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey
508,0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books
509,0440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company
510,0375707425,Embers,SANDOR MARAI,2002,Vintage
511,0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf
512,0812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,2001,Tor Books
513,0425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group
514,0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket
515,0425157539,Sudden Prey,John Sandford,1997,Berkley Publishing Group
516,0553585681,Always a Thief,Kay Hooper,2003,Bantam Books
517,0553585118,Once a Thief,Kay Hooper,2002,Bantam Books
518,0743212002,Deck the Halls,Mary Higgins Clark,2000,Simon & Schuster
519,037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin
520,0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA
521,0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy
522,082176828X,What You Wish for,Fern Michaels,2001,Zebra Books
523,0553283685,Hyperion,DAN SIMMONS,1990,Bantam
524,0345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,1991,Ballantine Books
525,0553580272,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books
526,0449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books
527,0449300021,Les Miserables,VICTOR HUGO,1982,Fawcett
528,0684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon & Schuster
529,0440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company
530,089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co
531,0767912233,Babyville,JANE GREEN,2003,Broadway
532,0894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing
533,0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial
534,0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books
535,0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA
536,0618126988,The Silmarillion,J.R.R. Tolkien,2001,Houghton Mifflin
537,0142000361,The Florabama Ladies' Auxiliary & Sewing Circle,Lois Battle,2002,Penguin Books
538,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
539,0515090506,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books
540,0060192119,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers
541,0836218256,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing
542,0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
543,0312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1998,St. Martin's Press
544,0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
545,0375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf
546,0425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group
547,0440224764,The Partner,John Grisham,1998,Dell Publishing Company
548,0553572997,The Alienist,Caleb Carr,1995,Bantam Books
549,034543076X,Manifold: Time (Manifold (Paperback)),Stephen Baxter,2000,Del Rey Books
550,0380727501,Notes from a Small Island,Bill Bryson,1997,Perennial
551,0061093106,"Red, White and Blue : A Novel",Susan Isaacs,1999,HarperTorch
552,0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
553,0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books
554,0515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books
555,0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books
556,0385486804,Into the Wild,Jon Krakauer,1997,Anchor
557,0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday
558,0440236673,The Brethren,John Grisham,2000,Island
559,0553295071,Sliver: A Novel,Ira Levin,1993,Bantam Books
560,0679771476,The Law of Similars,CHRIS BOHJALIAN,2000,Vintage
561,031215125X,The Far Pavilions,M. M. Kaye,1997,St. Martin's Press
562,0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
563,0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
564,076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books
565,0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
566,0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco
567,0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins
568,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
569,0517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,1996,Random House Value Publishing
570,0743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003,Simon & Schuster
571,0515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books
572,0425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group
573,0451195922,Skull Session,Daniel Hecht,1998,Signet Book
574,0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group
575,0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
576,0446609323,Black Friday,James Patterson,1989,Warner Vision
